date,sku_name,category,quantity,final_price,is_promo,weekday
2023-03-12,Bolachas Maria,Mercearia,51,1.08,0,6
2023-10-20,Detergente Roupa,Limpeza,59,15.74,0,4
2023-02-09,Cerveja Pack 6,Bebidas,55,6.18,0,3
2023-05-19,Azeite Virgem,Mercearia,47,7.99,0,4
2023-06-05,Azeite Virgem,Mercearia,54,7.72,0,0
2023-04-02,Cerveja Pack 6,Bebidas,71,4.95,1,6
2023-06-03,Azeite Virgem,Mercearia,60,6.63,1,5
2023-10-08,Bolachas Maria,Mercearia,54,1.32,0,6
2023-03-21,Bolachas Maria,Mercearia,34,1.29,0,1
2023-03-10,Manteiga,Lacticínios,53,2.39,0,4
2023-06-13,Cerveja Pack 6,Bebidas,63,4.84,1,1
2023-08-06,Bolachas Maria,Mercearia,39,1.36,0,6
2023-02-01,Café Grão,Mercearia,41,13.86,0,2
2023-09-04,Cerveja Pack 6,Bebidas,67,4.81,1,0
2023-06-25,Arroz Agulha,Mercearia,60,1.22,0,6
2023-03-06,Arroz Agulha,Mercearia,49,1.31,0,0
2023-04-28,Manteiga,Lacticínios,41,2.59,0,4
2023-09-09,Bolachas Maria,Mercearia,77,0.76,1,5
2023-01-04,Bolachas Maria,Mercearia,66,0.78,1,2
2023-09-05,Detergente Roupa,Limpeza,20,19.26,0,1
2023-07-26,Manteiga,Lacticínios,55,2.24,1,2
2023-02-21,Café Grão,Mercearia,45,12.17,0,1
2023-09-26,Café Grão,Mercearia,65,10.74,1,1
2023-02-07,Café Grão,Mercearia,45,12.53,0,1
2023-12-27,Leite Meio Gordo,Lacticínios,44,0.87,0,2
2023-10-06,Leite Meio Gordo,Lacticínios,42,0.96,0,4
2023-08-27,Cerveja Pack 6,Bebidas,72,6.23,0,6
2023-05-27,Cerveja Pack 6,Bebidas,41,6.33,0,5
2023-02-19,Café Grão,Mercearia,64,12.02,0,6
2023-08-22,Detergente Roupa,Limpeza,31,17.69,0,1
2023-11-03,Manteiga,Lacticínios,60,2.26,0,4
2023-12-12,Café Grão,Mercearia,43,13.32,0,1
2023-04-04,Cerveja Pack 6,Bebidas,43,5.97,0,1
2023-10-03,Leite Meio Gordo,Lacticínios,61,0.69,1,1
2023-09-28,Manteiga,Lacticínios,53,2.66,0,3
2023-04-02,Bolachas Maria,Mercearia,75,0.99,1,6
2023-06-24,Azeite Virgem,Mercearia,70,7.83,0,5
2023-08-23,Detergente Roupa,Limpeza,58,13.32,1,2
2023-04-24,Detergente Roupa,Limpeza,79,12.1,1,0
2023-09-15,Cerveja Pack 6,Bebidas,62,5.2,1,4
2023-10-09,Cerveja Pack 6,Bebidas,49,5.37,1,0
2023-03-12,Leite Meio Gordo,Lacticínios,58,0.91,0,6
2023-11-24,Leite Meio Gordo,Lacticínios,65,0.79,1,4
2023-11-06,Cerveja Pack 6,Bebidas,64,5.21,1,0
2023-11-26,Manteiga,Lacticínios,81,1.91,1,6
2023-10-15,Azeite Virgem,Mercearia,54,8.68,0,6
2023-04-03,Café Grão,Mercearia,38,11.71,0,0
2023-03-30,Detergente Roupa,Limpeza,54,14.7,0,3
2023-05-31,Manteiga,Lacticínios,57,2.05,1,2
2023-01-07,Arroz Agulha,Mercearia,55,1.29,0,5
2023-08-18,Arroz Agulha,Mercearia,51,1.31,0,4
2023-12-12,Manteiga,Lacticínios,51,2.37,0,1
2023-05-22,Detergente Roupa,Limpeza,55,14.64,0,0
2023-11-29,Azeite Virgem,Mercearia,50,8.8,0,2
2023-04-12,Cerveja Pack 6,Bebidas,26,7.24,0,2
2023-12-30,Leite Meio Gordo,Lacticínios,66,0.71,1,5
2023-01-28,Arroz Agulha,Mercearia,64,1.2,0,5
2023-09-03,Leite Meio Gordo,Lacticínios,54,0.87,0,6
2023-05-16,Azeite Virgem,Mercearia,47,8.94,0,1
2023-01-21,Detergente Roupa,Limpeza,84,11.78,1,5
2023-12-19,Manteiga,Lacticínios,56,2.28,0,1
2023-01-10,Manteiga,Lacticínios,68,1.95,1,1
2023-12-26,Leite Meio Gordo,Lacticínios,48,0.92,0,1
2023-08-03,Leite Meio Gordo,Lacticínios,50,0.97,0,3
2023-04-25,Azeite Virgem,Mercearia,50,7.27,0,1
2023-09-22,Café Grão,Mercearia,64,10.78,1,4
2023-07-04,Cerveja Pack 6,Bebidas,63,4.98,1,1
2023-04-25,Leite Meio Gordo,Lacticínios,58,0.79,1,1
2023-12-04,Leite Meio Gordo,Lacticínios,44,1.08,0,0
2023-01-18,Bolachas Maria,Mercearia,65,0.96,1,2
2023-04-15,Leite Meio Gordo,Lacticínios,66,0.65,1,5
2023-08-19,Leite Meio Gordo,Lacticínios,60,1.09,0,5
2023-05-30,Manteiga,Lacticínios,44,2.83,0,1
2023-05-04,Manteiga,Lacticínios,46,2.78,0,3
2023-12-03,Café Grão,Mercearia,33,15.25,0,6
2023-01-30,Manteiga,Lacticínios,44,2.54,0,0
2023-04-26,Café Grão,Mercearia,69,7.89,1,2
2023-10-23,Detergente Roupa,Limpeza,56,13.08,1,0
2023-10-17,Café Grão,Mercearia,40,12.73,0,1
2023-06-25,Arroz Agulha,Mercearia,49,1.33,0,6
2023-10-10,Café Grão,Mercearia,66,10.2,1,1
2023-05-12,Bolachas Maria,Mercearia,60,1.14,0,4
2023-08-12,Arroz Agulha,Mercearia,68,1.07,0,5
2023-06-24,Bolachas Maria,Mercearia,85,0.8,1,5
2023-09-24,Azeite Virgem,Mercearia,58,8.12,0,6
2023-02-04,Manteiga,Lacticínios,61,2.34,0,5
2023-02-22,Leite Meio Gordo,Lacticínios,47,0.92,0,2
2023-09-21,Manteiga,Lacticínios,47,2.55,0,3
2023-05-23,Arroz Agulha,Mercearia,50,0.98,1,1
2023-12-26,Leite Meio Gordo,Lacticínios,51,0.87,0,1
2023-11-13,Detergente Roupa,Limpeza,55,13.43,1,0
2023-07-09,Leite Meio Gordo,Lacticínios,84,0.68,1,6
2023-04-05,Arroz Agulha,Mercearia,45,1.15,0,2
2023-03-13,Cerveja Pack 6,Bebidas,45,6.12,0,0
2023-05-16,Arroz Agulha,Mercearia,45,1.3,0,1
2023-11-13,Manteiga,Lacticínios,44,2.65,0,0
2023-07-11,Leite Meio Gordo,Lacticínios,53,0.7,1,1
2023-02-26,Azeite Virgem,Mercearia,68,6.97,1,6
2023-03-30,Manteiga,Lacticínios,47,2.23,1,3
2023-02-14,Bolachas Maria,Mercearia,52,1.0,1,1
2023-12-13,Arroz Agulha,Mercearia,41,0.98,1,2
2023-03-12,Azeite Virgem,Mercearia,51,9.55,0,6
2023-11-13,Manteiga,Lacticínios,66,2.11,1,0
2023-02-06,Leite Meio Gordo,Lacticínios,59,0.88,0,0
2023-08-18,Bolachas Maria,Mercearia,43,1.36,0,4
2023-08-08,Manteiga,Lacticínios,48,2.59,0,1
2023-07-11,Leite Meio Gordo,Lacticínios,48,0.89,0,1
2023-06-30,Bolachas Maria,Mercearia,56,1.26,0,4
2023-01-04,Azeite Virgem,Mercearia,54,6.97,1,2
2023-08-12,Arroz Agulha,Mercearia,62,1.18,0,5
2023-07-10,Café Grão,Mercearia,63,10.16,1,0
2023-05-28,Cerveja Pack 6,Bebidas,48,6.26,0,6
2023-06-08,Manteiga,Lacticínios,42,3.09,0,3
2023-04-23,Azeite Virgem,Mercearia,73,5.68,1,6
2023-04-24,Bolachas Maria,Mercearia,48,1.19,0,0
2023-03-01,Leite Meio Gordo,Lacticínios,75,0.68,1,2
2023-09-02,Cerveja Pack 6,Bebidas,74,4.6,1,5
2023-07-29,Arroz Agulha,Mercearia,52,0.93,1,5
2023-10-10,Bolachas Maria,Mercearia,53,1.0,1,1
2023-10-26,Cerveja Pack 6,Bebidas,58,4.56,1,3
2023-08-29,Manteiga,Lacticínios,69,1.96,1,1
2023-11-11,Detergente Roupa,Limpeza,31,17.9,0,5
2023-10-20,Arroz Agulha,Mercearia,46,1.29,0,4
2023-09-25,Bolachas Maria,Mercearia,67,1.13,0,0
2023-08-03,Café Grão,Mercearia,43,11.79,0,3
2023-07-03,Azeite Virgem,Mercearia,40,7.75,0,0
2023-05-25,Manteiga,Lacticínios,38,2.83,0,3
2023-11-24,Detergente Roupa,Limpeza,73,12.17,1,4
2023-01-02,Manteiga,Lacticínios,71,1.98,1,0
2023-01-02,Arroz Agulha,Mercearia,49,1.36,0,0
2023-04-23,Leite Meio Gordo,Lacticínios,55,0.83,0,6
2023-04-26,Arroz Agulha,Mercearia,41,1.21,0,2
2023-10-16,Bolachas Maria,Mercearia,43,1.32,0,0
2023-05-19,Detergente Roupa,Limpeza,34,16.89,0,4
2023-09-13,Manteiga,Lacticínios,48,2.35,0,2
2023-05-06,Leite Meio Gordo,Lacticínios,60,0.78,1,5
2023-10-25,Café Grão,Mercearia,57,13.01,0,2
2023-06-19,Arroz Agulha,Mercearia,56,0.95,1,0
2023-04-09,Manteiga,Lacticínios,63,1.76,1,6
2023-04-18,Azeite Virgem,Mercearia,55,7.85,0,1
2023-07-24,Manteiga,Lacticínios,38,3.26,0,0
2023-06-28,Cerveja Pack 6,Bebidas,49,6.13,0,2
2023-08-22,Bolachas Maria,Mercearia,59,1.15,0,1
2023-01-01,Bolachas Maria,Mercearia,66,1.1,0,6
2023-09-10,Café Grão,Mercearia,56,10.1,1,6
2023-01-03,Manteiga,Lacticínios,35,2.84,0,1
2023-11-19,Cerveja Pack 6,Bebidas,96,4.86,1,6
2023-11-25,Arroz Agulha,Mercearia,72,0.87,1,5
2023-08-01,Manteiga,Lacticínios,63,1.99,1,1
2023-02-16,Manteiga,Lacticínios,59,2.33,0,3
2023-12-11,Arroz Agulha,Mercearia,44,0.88,1,0
2023-10-02,Café Grão,Mercearia,40,11.42,0,0
2023-11-10,Azeite Virgem,Mercearia,54,9.05,0,4
2023-11-19,Detergente Roupa,Limpeza,66,13.81,0,6
2023-11-21,Detergente Roupa,Limpeza,69,13.56,0,1
2023-05-10,Cerveja Pack 6,Bebidas,108,3.31,1,2
2023-03-29,Bolachas Maria,Mercearia,69,0.93,1,2
2023-11-30,Bolachas Maria,Mercearia,28,1.53,0,3
2023-05-19,Detergente Roupa,Limpeza,55,12.81,1,4
2023-03-10,Manteiga,Lacticínios,47,2.91,0,4
2023-07-19,Leite Meio Gordo,Lacticínios,71,0.78,1,2
2023-08-29,Azeite Virgem,Mercearia,42,8.51,0,1
2023-02-16,Manteiga,Lacticínios,55,2.72,0,3
2023-01-05,Leite Meio Gordo,Lacticínios,54,0.86,0,3
2023-03-30,Manteiga,Lacticínios,56,2.36,0,3
2023-12-16,Azeite Virgem,Mercearia,61,6.75,1,5
2023-11-01,Azeite Virgem,Mercearia,65,5.55,1,2
2023-06-13,Leite Meio Gordo,Lacticínios,62,0.87,0,1
2023-04-03,Azeite Virgem,Mercearia,48,8.25,0,0
2023-01-25,Arroz Agulha,Mercearia,34,1.09,0,2
2023-04-09,Arroz Agulha,Mercearia,54,0.96,1,6
2023-09-11,Arroz Agulha,Mercearia,48,1.16,0,0
2023-10-14,Arroz Agulha,Mercearia,67,1.21,0,5
2023-04-26,Azeite Virgem,Mercearia,28,10.46,0,2
2023-06-07,Leite Meio Gordo,Lacticínios,48,0.8,1,2
2023-12-30,Leite Meio Gordo,Lacticínios,60,0.91,0,5
2023-10-05,Cerveja Pack 6,Bebidas,61,5.55,0,3
2023-12-23,Café Grão,Mercearia,38,14.68,0,5
2023-02-04,Arroz Agulha,Mercearia,56,0.87,1,5
2023-12-13,Leite Meio Gordo,Lacticínios,52,0.83,0,2
2023-12-09,Café Grão,Mercearia,66,11.63,0,5
2023-11-18,Café Grão,Mercearia,83,11.14,0,5
2023-11-21,Azeite Virgem,Mercearia,46,7.31,0,1
2023-04-27,Café Grão,Mercearia,65,10.66,1,3
2023-10-01,Azeite Virgem,Mercearia,71,5.66,1,6
2023-01-02,Café Grão,Mercearia,49,12.9,0,0
2023-09-15,Bolachas Maria,Mercearia,53,1.13,0,4
2023-10-19,Leite Meio Gordo,Lacticínios,45,1.07,0,3
2023-12-10,Leite Meio Gordo,Lacticínios,53,1.2,0,6
2023-06-21,Café Grão,Mercearia,33,13.65,0,2
2023-04-15,Café Grão,Mercearia,87,8.74,1,5
2023-05-22,Cerveja Pack 6,Bebidas,12,8.46,0,0
2023-10-06,Leite Meio Gordo,Lacticínios,46,1.01,0,4
2023-03-25,Azeite Virgem,Mercearia,54,6.49,1,5
2023-03-07,Arroz Agulha,Mercearia,46,1.08,0,1
2023-03-04,Arroz Agulha,Mercearia,57,1.18,0,5
2023-08-29,Manteiga,Lacticínios,66,1.99,1,1
2023-09-14,Detergente Roupa,Limpeza,63,13.15,1,3
2023-06-30,Azeite Virgem,Mercearia,61,6.46,1,4
2023-12-24,Cerveja Pack 6,Bebidas,90,4.75,1,6
2023-07-06,Leite Meio Gordo,Lacticínios,37,1.1,0,3
2023-01-13,Azeite Virgem,Mercearia,38,10.57,0,4
2023-07-26,Detergente Roupa,Limpeza,79,12.6,1,2
2023-04-24,Azeite Virgem,Mercearia,46,8.47,0,0
2023-02-01,Arroz Agulha,Mercearia,52,1.23,0,2
2023-08-20,Bolachas Maria,Mercearia,80,1.0,1,6
2023-08-23,Manteiga,Lacticínios,45,2.4,0,2
2023-11-13,Leite Meio Gordo,Lacticínios,47,0.82,0,0
2023-05-05,Leite Meio Gordo,Lacticínios,46,0.88,0,4
2023-10-26,Cerveja Pack 6,Bebidas,66,5.01,1,3
2023-11-11,Café Grão,Mercearia,66,10.17,1,5
2023-12-21,Leite Meio Gordo,Lacticínios,43,1.01,0,3
2023-04-14,Manteiga,Lacticínios,55,2.54,0,4
2023-02-19,Azeite Virgem,Mercearia,58,8.25,0,6
2023-03-30,Arroz Agulha,Mercearia,30,1.41,0,3
2023-06-18,Leite Meio Gordo,Lacticínios,62,0.88,0,6
2023-05-22,Leite Meio Gordo,Lacticínios,71,0.71,1,0
2023-11-13,Arroz Agulha,Mercearia,50,1.11,0,0
2023-10-09,Leite Meio Gordo,Lacticínios,48,0.85,0,0
2023-04-06,Leite Meio Gordo,Lacticínios,58,0.78,1,3
2023-04-11,Cerveja Pack 6,Bebidas,69,5.52,0,1
2023-01-12,Leite Meio Gordo,Lacticínios,55,0.92,0,3
2023-07-21,Bolachas Maria,Mercearia,58,1.19,0,4
2023-06-29,Detergente Roupa,Limpeza,32,17.05,0,3
2023-06-23,Manteiga,Lacticínios,50,3.09,0,4
2023-06-02,Cerveja Pack 6,Bebidas,80,4.95,1,4
2023-05-10,Cerveja Pack 6,Bebidas,81,5.26,1,2
2023-07-21,Bolachas Maria,Mercearia,55,1.23,0,4
2023-07-22,Detergente Roupa,Limpeza,40,16.21,0,5
2023-04-26,Arroz Agulha,Mercearia,52,1.2,0,2
2023-02-07,Azeite Virgem,Mercearia,51,7.49,0,1
2023-11-16,Azeite Virgem,Mercearia,50,8.63,0,3
2023-10-13,Bolachas Maria,Mercearia,50,1.23,0,4
2023-09-01,Cerveja Pack 6,Bebidas,66,5.25,1,4
2023-12-24,Leite Meio Gordo,Lacticínios,45,1.07,0,6
2023-12-12,Bolachas Maria,Mercearia,48,1.33,0,1
2023-05-12,Cerveja Pack 6,Bebidas,40,6.31,0,4
2023-12-30,Arroz Agulha,Mercearia,45,0.9,1,5
2023-06-02,Leite Meio Gordo,Lacticínios,54,1.0,0,4
2023-08-05,Bolachas Maria,Mercearia,43,1.41,0,5
2023-07-06,Arroz Agulha,Mercearia,51,1.2,0,3
2023-05-09,Arroz Agulha,Mercearia,44,1.22,0,1
2023-11-13,Cerveja Pack 6,Bebidas,38,5.95,0,0
2023-06-25,Bolachas Maria,Mercearia,66,1.19,0,6
2023-10-14,Arroz Agulha,Mercearia,61,1.06,0,5
2023-06-10,Bolachas Maria,Mercearia,54,1.13,0,5
2023-10-10,Leite Meio Gordo,Lacticínios,40,0.93,0,1
2023-01-04,Café Grão,Mercearia,48,11.11,0,2
2023-08-02,Azeite Virgem,Mercearia,44,7.71,0,2
2023-08-31,Detergente Roupa,Limpeza,49,14.79,0,3
2023-03-15,Azeite Virgem,Mercearia,52,8.32,0,2
2023-10-04,Leite Meio Gordo,Lacticínios,50,1.03,0,2
2023-12-25,Leite Meio Gordo,Lacticínios,36,1.09,0,0
2023-02-20,Bolachas Maria,Mercearia,64,1.04,1,0
2023-08-11,Café Grão,Mercearia,50,12.59,0,4
2023-07-24,Bolachas Maria,Mercearia,49,1.33,0,0
2023-07-24,Cerveja Pack 6,Bebidas,35,6.88,0,0
2023-10-09,Azeite Virgem,Mercearia,53,7.11,1,0
2023-01-23,Detergente Roupa,Limpeza,55,14.72,0,0
2023-09-28,Manteiga,Lacticínios,41,2.55,0,3
2023-10-20,Cerveja Pack 6,Bebidas,47,6.4,0,4
2023-02-11,Café Grão,Mercearia,61,9.7,1,5
2023-02-20,Leite Meio Gordo,Lacticínios,46,1.12,0,0
2023-10-24,Leite Meio Gordo,Lacticínios,49,1.01,0,1
2023-08-25,Leite Meio Gordo,Lacticínios,54,1.14,0,4
2023-01-04,Detergente Roupa,Limpeza,66,12.03,1,2
2023-12-25,Bolachas Maria,Mercearia,67,1.12,0,0
2023-11-10,Azeite Virgem,Mercearia,38,8.3,0,4
2023-10-12,Azeite Virgem,Mercearia,62,7.22,0,3
2023-08-27,Azeite Virgem,Mercearia,65,7.37,0,6
2023-04-07,Cerveja Pack 6,Bebidas,37,6.45,0,4
2023-03-14,Arroz Agulha,Mercearia,52,0.61,1,1
2023-01-14,Leite Meio Gordo,Lacticínios,56,0.78,1,5
2023-07-15,Detergente Roupa,Limpeza,45,15.2,0,5
2023-02-19,Bolachas Maria,Mercearia,58,1.27,0,6
2023-01-04,Bolachas Maria,Mercearia,47,0.99,1,2
2023-11-08,Azeite Virgem,Mercearia,45,8.82,0,2
2023-07-26,Cerveja Pack 6,Bebidas,63,5.1,1,2
2023-01-29,Bolachas Maria,Mercearia,39,1.3,0,6
2023-05-30,Detergente Roupa,Limpeza,53,15.77,0,1
2023-03-09,Leite Meio Gordo,Lacticínios,54,0.78,1,3
2023-03-30,Arroz Agulha,Mercearia,56,1.11,0,3
2023-08-27,Bolachas Maria,Mercearia,78,0.91,1,6
2023-02-18,Leite Meio Gordo,Lacticínios,57,0.79,1,5
2023-12-05,Café Grão,Mercearia,43,12.45,0,1
2023-08-18,Cerveja Pack 6,Bebidas,56,5.26,1,4
2023-04-13,Azeite Virgem,Mercearia,39,8.02,0,3
2023-03-06,Cerveja Pack 6,Bebidas,40,6.49,0,0
2023-11-02,Café Grão,Mercearia,48,13.08,0,3
2023-06-10,Detergente Roupa,Limpeza,102,10.21,1,5
2023-07-21,Arroz Agulha,Mercearia,47,1.13,0,4
2023-01-27,Leite Meio Gordo,Lacticínios,44,1.09,0,4
2023-11-02,Azeite Virgem,Mercearia,58,6.26,1,3
2023-01-19,Detergente Roupa,Limpeza,27,16.61,0,3
2023-02-07,Cerveja Pack 6,Bebidas,63,5.75,0,1
2023-07-20,Cerveja Pack 6,Bebidas,58,5.29,1,3
2023-09-03,Café Grão,Mercearia,54,11.51,0,6
2023-02-26,Detergente Roupa,Limpeza,29,17.85,0,6
2023-10-21,Cerveja Pack 6,Bebidas,94,4.74,1,5
2023-04-10,Detergente Roupa,Limpeza,87,10.11,1,0
2023-07-12,Manteiga,Lacticínios,43,2.51,0,2
2023-07-09,Café Grão,Mercearia,60,11.17,0,6
2023-11-20,Cerveja Pack 6,Bebidas,44,6.58,0,0
2023-02-26,Cerveja Pack 6,Bebidas,92,3.86,1,6
2023-03-26,Cerveja Pack 6,Bebidas,69,5.57,0,6
2023-08-29,Café Grão,Mercearia,30,14.14,0,1
2023-02-24,Manteiga,Lacticínios,51,2.39,0,4
2023-11-09,Cerveja Pack 6,Bebidas,33,7.38,0,3
2023-05-17,Azeite Virgem,Mercearia,55,8.75,0,2
2023-08-22,Café Grão,Mercearia,73,9.08,1,1
2023-02-23,Cerveja Pack 6,Bebidas,63,5.12,1,3
2023-05-02,Leite Meio Gordo,Lacticínios,51,0.78,1,1
2023-04-18,Leite Meio Gordo,Lacticínios,41,0.98,0,1
2023-01-22,Cerveja Pack 6,Bebidas,74,5.34,1,6
2023-05-27,Detergente Roupa,Limpeza,37,15.39,0,5
2023-05-17,Detergente Roupa,Limpeza,39,16.98,0,2
2023-01-06,Café Grão,Mercearia,59,12.08,0,4
2023-11-14,Leite Meio Gordo,Lacticínios,59,0.7,1,1
2023-08-29,Manteiga,Lacticínios,45,2.97,0,1
2023-02-08,Azeite Virgem,Mercearia,40,8.68,0,2
2023-09-20,Café Grão,Mercearia,54,13.21,0,2
2023-01-19,Manteiga,Lacticínios,31,2.81,0,3
2023-07-18,Arroz Agulha,Mercearia,52,0.97,1,1
2023-09-08,Azeite Virgem,Mercearia,35,8.84,0,4
2023-05-31,Detergente Roupa,Limpeza,54,12.59,1,2
2023-06-03,Café Grão,Mercearia,49,14.81,0,5
2023-08-11,Cerveja Pack 6,Bebidas,61,5.61,0,4
2023-09-24,Leite Meio Gordo,Lacticínios,59,0.74,1,6
2023-02-06,Bolachas Maria,Mercearia,73,1.03,1,0
2023-09-21,Café Grão,Mercearia,56,9.66,1,3
2023-05-05,Arroz Agulha,Mercearia,55,1.09,0,4
2023-05-10,Azeite Virgem,Mercearia,50,6.32,1,2
2023-07-03,Detergente Roupa,Limpeza,56,14.69,0,0
2023-04-06,Leite Meio Gordo,Lacticínios,41,0.79,1,3
2023-01-25,Bolachas Maria,Mercearia,50,1.03,1,2
2023-04-03,Café Grão,Mercearia,47,11.12,0,0
2023-06-30,Bolachas Maria,Mercearia,30,1.62,0,4
2023-11-27,Arroz Agulha,Mercearia,44,1.21,0,0
2023-01-30,Arroz Agulha,Mercearia,66,0.88,1,0
2023-06-13,Bolachas Maria,Mercearia,63,0.93,1,1
2023-09-21,Azeite Virgem,Mercearia,34,8.66,0,3
2023-01-09,Azeite Virgem,Mercearia,51,8.38,0,0
2023-09-08,Bolachas Maria,Mercearia,48,1.31,0,4
2023-08-16,Detergente Roupa,Limpeza,29,17.67,0,2
2023-09-04,Bolachas Maria,Mercearia,47,1.11,0,0
2023-06-10,Detergente Roupa,Limpeza,86,11.74,1,5
2023-06-18,Arroz Agulha,Mercearia,59,1.16,0,6
2023-07-03,Leite Meio Gordo,Lacticínios,52,0.91,0,0
2023-01-27,Manteiga,Lacticínios,62,2.65,0,4
2023-03-01,Detergente Roupa,Limpeza,28,17.47,0,2
2023-03-28,Café Grão,Mercearia,58,11.36,0,1
2023-04-21,Detergente Roupa,Limpeza,61,14.24,0,4
2023-07-10,Bolachas Maria,Mercearia,50,1.07,1,0
2023-12-25,Cerveja Pack 6,Bebidas,59,5.31,1,0
2023-09-16,Cerveja Pack 6,Bebidas,58,6.32,0,5
2023-09-21,Azeite Virgem,Mercearia,51,7.06,1,3
2023-04-19,Azeite Virgem,Mercearia,64,7.11,1,2
2023-06-07,Manteiga,Lacticínios,68,1.81,1,2
2023-12-03,Bolachas Maria,Mercearia,58,1.34,0,6
2023-01-26,Café Grão,Mercearia,40,14.07,0,3
2023-05-08,Azeite Virgem,Mercearia,52,9.22,0,0
2023-04-16,Cerveja Pack 6,Bebidas,72,5.87,0,6
2023-12-20,Bolachas Maria,Mercearia,42,1.28,0,2
2023-07-29,Manteiga,Lacticínios,67,2.55,0,5
2023-08-06,Cerveja Pack 6,Bebidas,50,5.76,0,6
2023-12-12,Bolachas Maria,Mercearia,41,1.33,0,1
2023-06-28,Cerveja Pack 6,Bebidas,66,5.18,1,2
2023-01-02,Manteiga,Lacticínios,56,2.85,0,0
2023-06-17,Bolachas Maria,Mercearia,59,1.04,1,5
2023-11-03,Café Grão,Mercearia,44,12.44,0,4
2023-02-17,Manteiga,Lacticínios,76,2.06,1,4
2023-05-20,Detergente Roupa,Limpeza,63,14.32,0,5
2023-11-22,Arroz Agulha,Mercearia,39,1.18,0,2
2023-12-02,Azeite Virgem,Mercearia,49,7.37,0,5
2023-09-05,Arroz Agulha,Mercearia,50,1.11,0,1
2023-07-14,Café Grão,Mercearia,56,10.4,1,4
2023-05-10,Arroz Agulha,Mercearia,57,1.12,0,2
2023-12-19,Manteiga,Lacticínios,45,3.27,0,1
2023-02-27,Café Grão,Mercearia,41,13.1,0,0
2023-04-06,Manteiga,Lacticínios,30,2.69,0,3
2023-01-04,Bolachas Maria,Mercearia,44,1.09,0,2
2023-01-07,Detergente Roupa,Limpeza,53,14.54,0,5
2023-07-13,Manteiga,Lacticínios,37,3.16,0,3
2023-12-10,Cerveja Pack 6,Bebidas,79,4.72,1,6
2023-01-18,Arroz Agulha,Mercearia,47,1.08,0,2
2023-11-19,Bolachas Maria,Mercearia,47,1.27,0,6
2023-04-11,Arroz Agulha,Mercearia,53,1.04,0,1
2023-11-04,Azeite Virgem,Mercearia,66,8.52,0,5
2023-11-14,Bolachas Maria,Mercearia,45,1.31,0,1
2023-03-19,Arroz Agulha,Mercearia,56,0.93,1,6
2023-01-12,Azeite Virgem,Mercearia,46,6.87,1,3
2023-02-21,Manteiga,Lacticínios,48,2.7,0,1
2023-12-15,Azeite Virgem,Mercearia,50,8.07,0,4
2023-10-03,Cerveja Pack 6,Bebidas,50,6.27,0,1
2023-09-08,Leite Meio Gordo,Lacticínios,51,1.08,0,4
2023-07-06,Bolachas Maria,Mercearia,38,1.42,0,3
2023-03-12,Azeite Virgem,Mercearia,69,8.2,0,6
2023-12-29,Café Grão,Mercearia,41,13.12,0,4
2023-07-23,Azeite Virgem,Mercearia,54,9.96,0,6
2023-04-19,Bolachas Maria,Mercearia,53,0.99,1,2
2023-07-17,Azeite Virgem,Mercearia,49,7.28,0,0
2023-08-17,Manteiga,Lacticínios,48,2.74,0,3
2023-07-26,Leite Meio Gordo,Lacticínios,58,1.03,0,2
2023-04-12,Leite Meio Gordo,Lacticínios,57,1.08,0,2
2023-11-23,Manteiga,Lacticínios,32,3.08,0,3
2023-04-08,Detergente Roupa,Limpeza,53,16.03,0,5
2023-10-26,Detergente Roupa,Limpeza,57,14.59,0,3
2023-09-02,Arroz Agulha,Mercearia,61,1.03,0,5
2023-04-22,Azeite Virgem,Mercearia,55,6.52,1,5
2023-08-04,Arroz Agulha,Mercearia,55,1.18,0,4
2023-12-09,Arroz Agulha,Mercearia,55,1.19,0,5
2023-12-08,Azeite Virgem,Mercearia,68,7.7,0,4
2023-07-19,Detergente Roupa,Limpeza,39,16.2,0,2
2023-05-23,Arroz Agulha,Mercearia,51,1.15,0,1
2023-03-15,Bolachas Maria,Mercearia,75,0.82,1,2
2023-11-08,Arroz Agulha,Mercearia,51,1.17,0,2
2023-06-23,Leite Meio Gordo,Lacticínios,47,0.71,1,4
2023-01-02,Cerveja Pack 6,Bebidas,22,7.83,0,0
2023-03-24,Azeite Virgem,Mercearia,47,9.37,0,4
2023-11-29,Detergente Roupa,Limpeza,61,10.25,1,2
2023-06-10,Leite Meio Gordo,Lacticínios,62,0.94,0,5
2023-10-17,Azeite Virgem,Mercearia,55,7.69,0,1
2023-10-18,Leite Meio Gordo,Lacticínios,41,1.05,0,2
2023-02-02,Arroz Agulha,Mercearia,47,1.03,0,3
2023-08-03,Café Grão,Mercearia,33,14.0,0,3
2023-07-20,Café Grão,Mercearia,63,9.88,1,3
2023-04-18,Cerveja Pack 6,Bebidas,56,5.79,0,1
2023-04-21,Manteiga,Lacticínios,42,2.81,0,4
2023-07-20,Azeite Virgem,Mercearia,52,8.41,0,3
2023-06-23,Azeite Virgem,Mercearia,47,6.39,1,4
2023-10-19,Cerveja Pack 6,Bebidas,67,5.53,0,3
2023-01-04,Cerveja Pack 6,Bebidas,39,6.1,0,2
2023-01-13,Arroz Agulha,Mercearia,48,1.05,0,4
2023-06-17,Café Grão,Mercearia,41,14.14,0,5
